age,job,marital,education,default,balance,housing,loan,campaign,y
36,technician,married,secondary,no,494,yes,no,3,no
58,management,single,unknown,no,127,yes,no,5,no
40,services,married,secondary,no,69,yes,no,3,no
31,management,married,tertiary,no,713,yes,no,2,no
42,blue-collar,married,primary,no,-10,yes,no,4,no
34,blue-collar,divorced,secondary,no,-294,yes,no,2,no
34,technician,married,secondary,no,222,yes,no,6,no
35,technician,married,unknown,no,86,yes,no,4,no
57,management,divorced,secondary,no,0,yes,yes,6,no
28,blue-collar,married,primary,no,26,no,no,3,no
50,technician,married,secondary,no,103,yes,no,6,no
46,self-employed,married,tertiary,no,-80,yes,no,2,no
28,blue-collar,married,secondary,no,131,yes,no,5,no
57,unknown,married,unknown,no,106,no,no,4,no
49,admin.,married,secondary,yes,15,no,no,5,no
56,blue-collar,married,secondary,no,172,yes,no,5,no
49,management,divorced,tertiary,yes,0,yes,no,2,no
50,management,married,tertiary,no,107,yes,no,5,no
47,admin.,single,secondary,no,15,no,no,4,no
45,blue-collar,married,primary,no,101,yes,no,5,yes
44,unemployed,married,secondary,no,304,yes,no,2,no
34,blue-collar,married,secondary,no,0,yes,no,2,no
25,management,married,tertiary,no,784,yes,yes,2,no
30,blue-collar,married,primary,no,2581,no,no,2,no
25,student,married,tertiary,no,333,yes,no,3,no
34,admin.,divorced,secondary,no,-220,yes,yes,4,no
25,blue-collar,single,secondary,no,249,yes,no,5,no
33,blue-collar,married,secondary,no,-257,yes,no,4,no
44,services,divorced,secondary,no,210,no,yes,2,no
54,admin.,married,secondary,no,42,yes,no,2,no
43,unemployed,married,secondary,no,210,yes,no,5,no
35,blue-collar,married,secondary,no,325,no,no,2,no
27,services,single,secondary,no,123,yes,no,3,no
42,blue-collar,married,primary,no,-25,yes,no,2,no
31,blue-collar,married,primary,no,0,yes,yes,4,no
29,technician,married,tertiary,no,409,yes,no,3,no
37,management,married,tertiary,no,0,yes,no,4,no
60,blue-collar,married,unknown,no,231,yes,no,2,no
25,technician,single,secondary,no,1135,yes,no,3,no
28,admin.,married,secondary,no,-201,yes,no,4,no
40,services,single,secondary,no,-278,yes,no,3,no
43,technician,single,tertiary,no,16,yes,no,4,no
51,blue-collar,married,primary,yes,-283,yes,no,4,no
28,admin.,single,secondary,no,-103,yes,no,4,no
54,management,married,primary,no,113,no,no,3,no
35,self-employed,married,tertiary,no,247,yes,no,2,no
26,management,divorced,tertiary,yes,-402,no,yes,2,no
55,services,single,secondary,no,-40,yes,no,2,no
39,blue-collar,divorced,secondary,no,36,yes,no,2,no
36,services,married,tertiary,no,2167,yes,yes,2,no
35,management,single,tertiary,no,243,yes,no,3,no
33,blue-collar,married,primary,no,2,yes,yes,2,no
40,services,single,secondary,no,737,yes,no,2,no
31,technician,married,secondary,no,286,no,no,4,no
32,management,single,tertiary,no,311,no,no,2,yes
27,management,single,tertiary,no,541,yes,no,1,no
31,services,single,secondary,no,2963,yes,no,1,no
28,blue-collar,single,secondary,yes,-871,yes,no,4,no
33,blue-collar,divorced,secondary,no,75,yes,yes,2,no
31,blue-collar,single,secondary,no,2597,yes,no,1,no
25,services,married,secondary,no,-454,yes,no,1,no
29,technician,married,secondary,no,0,no,no,2,no
47,blue-collar,married,primary,no,304,yes,no,1,no
59,blue-collar,divorced,primary,no,220,yes,no,1,no
35,management,single,tertiary,no,561,yes,no,3,no
33,blue-collar,married,primary,no,211,yes,no,2,no
42,management,single,tertiary,no,196,yes,no,3,no
34,blue-collar,single,secondary,no,381,yes,no,1,no
31,admin.,married,secondary,no,184,yes,no,3,no
30,blue-collar,single,unknown,yes,-149,yes,yes,3,no
54,admin.,married,unknown,no,-337,yes,no,2,no
52,blue-collar,single,primary,no,210,yes,no,1,no
40,blue-collar,divorced,primary,no,737,yes,yes,1,no
56,blue-collar,divorced,secondary,no,75,yes,no,2,no
25,student,single,tertiary,no,641,yes,no,1,no
60,retired,married,secondary,no,78,yes,no,3,no
43,blue-collar,married,primary,no,1558,yes,no,3,no
32,entrepreneur,married,unknown,no,227,yes,no,1,no
48,blue-collar,divorced,secondary,no,602,yes,no,1,no
43,self-employed,single,secondary,no,798,yes,no,1,no
37,technician,married,secondary,no,1047,yes,yes,1,no
52,services,divorced,primary,no,111,yes,no,2,no
25,services,single,secondary,no,-439,yes,no,1,no
31,entrepreneur,single,tertiary,yes,37,yes,no,1,no
35,blue-collar,married,secondary,no,362,yes,no,2,no
27,admin.,single,secondary,no,1,yes,no,1,no
41,self-employed,married,secondary,no,304,yes,no,2,no
34,technician,single,secondary,no,-89,yes,no,1,no
55,technician,married,secondary,no,276,yes,no,1,no
26,blue-collar,married,secondary,no,288,yes,no,2,no
36,blue-collar,married,primary,no,650,yes,no,2,no
45,admin.,married,secondary,no,171,yes,no,1,no
27,technician,married,secondary,no,-302,yes,no,3,no
31,admin.,married,secondary,no,337,no,no,1,no
29,admin.,divorced,secondary,no,891,no,no,1,no
26,blue-collar,single,secondary,no,199,yes,yes,1,no
46,services,married,secondary,no,997,yes,no,1,no
32,entrepreneur,married,tertiary,no,108,yes,yes,1,no
25,admin.,single,tertiary,no,40,no,no,1,no
54,retired,married,primary,no,208,no,no,1,no
28,technician,single,tertiary,no,-214,yes,no,3,no
39,admin.,single,secondary,no,496,yes,no,2,no
37,technician,married,secondary,no,183,yes,no,2,no
36,blue-collar,married,primary,no,199,yes,no,4,no
56,admin.,divorced,primary,no,179,yes,no,2,no
59,retired,married,secondary,no,434,yes,no,3,no
30,services,single,secondary,no,122,yes,no,2,no
59,technician,married,secondary,no,371,yes,no,3,no
29,entrepreneur,single,tertiary,no,11,yes,no,4,no
48,services,married,secondary,no,194,yes,yes,6,no
44,blue-collar,married,secondary,no,23,yes,no,2,no
33,management,single,tertiary,no,1011,yes,no,4,no
39,blue-collar,single,primary,no,446,yes,no,1,no
46,blue-collar,married,primary,no,-29,yes,no,1,no
28,admin.,married,secondary,no,957,yes,yes,3,no
31,blue-collar,married,secondary,no,297,yes,no,1,no
40,services,single,secondary,no,888,yes,no,2,no
37,blue-collar,single,secondary,no,115,yes,no,1,no
29,blue-collar,married,secondary,no,177,yes,no,3,no
29,blue-collar,married,secondary,no,-28,yes,no,1,no
24,blue-collar,married,secondary,no,951,yes,no,2,no
32,admin.,single,secondary,no,5,yes,no,2,no
26,admin.,single,secondary,no,586,yes,yes,1,no
47,entrepreneur,married,unknown,yes,-1445,yes,no,2,no
26,blue-collar,single,secondary,yes,-23,yes,no,1,no
28,blue-collar,single,secondary,no,-284,yes,no,1,no
58,blue-collar,married,secondary,no,1166,yes,no,1,no
35,management,single,tertiary,no,244,yes,no,1,no
29,services,single,secondary,no,-72,yes,no,1,no
56,blue-collar,married,primary,no,1399,yes,no,4,no
43,blue-collar,married,primary,no,0,yes,no,1,no
45,blue-collar,married,secondary,no,431,yes,no,1,no
31,admin.,single,secondary,no,130,yes,yes,1,no
34,blue-collar,married,secondary,no,187,yes,no,2,no
32,management,married,primary,no,142,yes,no,1,no
33,technician,single,secondary,no,14,yes,no,1,no
28,technician,single,secondary,no,-219,yes,no,2,no
43,admin.,single,secondary,no,275,yes,no,4,no
27,services,single,secondary,no,118,yes,yes,1,no
30,services,single,secondary,no,290,yes,no,1,no
32,blue-collar,married,primary,no,1064,yes,no,1,no
37,services,divorced,secondary,no,904,yes,no,1,no
31,technician,single,secondary,no,628,yes,no,2,no
56,retired,married,primary,no,13,yes,no,2,no
26,technician,married,tertiary,no,450,yes,yes,1,no
43,blue-collar,married,secondary,no,-63,yes,no,4,no
48,technician,divorced,secondary,no,164,yes,no,2,no
31,blue-collar,single,primary,no,985,yes,no,2,no
36,services,single,secondary,no,616,yes,yes,3,no
24,blue-collar,married,secondary,no,237,yes,no,2,no
29,unemployed,married,secondary,no,380,no,yes,2,no
23,admin.,single,secondary,no,290,yes,no,4,no
54,entrepreneur,divorced,secondary,no,104,yes,no,1,no
24,blue-collar,single,secondary,no,117,yes,yes,1,no
25,technician,single,secondary,no,276,yes,no,4,no
36,technician,single,secondary,no,-475,yes,no,5,no
40,management,single,unknown,no,838,yes,no,3,no
29,admin.,single,secondary,no,382,yes,no,1,no
29,admin.,married,primary,no,624,yes,no,1,no
48,blue-collar,single,primary,no,396,yes,no,3,no
23,admin.,single,secondary,no,5,no,no,1,no
37,admin.,single,secondary,no,18,no,no,6,no
31,blue-collar,married,primary,no,-464,yes,yes,4,no
29,services,divorced,secondary,no,330,yes,no,2,no
56,admin.,married,secondary,no,2087,yes,no,1,no
28,services,single,secondary,no,-260,yes,no,2,no
44,blue-collar,married,secondary,no,236,yes,no,1,no
48,blue-collar,married,secondary,no,684,yes,yes,1,no
30,blue-collar,married,secondary,no,458,yes,no,3,no
32,unemployed,married,primary,no,324,yes,no,1,no
41,blue-collar,married,primary,no,1052,yes,yes,1,no
30,management,divorced,secondary,no,37,no,no,2,no
37,blue-collar,married,secondary,no,454,yes,no,1,no
30,blue-collar,single,secondary,no,573,yes,no,2,no
28,technician,single,secondary,no,34,yes,no,4,no
33,technician,single,secondary,no,341,no,yes,3,no
41,blue-collar,married,unknown,no,31,no,no,2,no
42,management,married,secondary,no,-189,yes,no,2,no
50,admin.,single,secondary,no,424,yes,no,2,no
23,student,single,tertiary,no,250,yes,no,2,no
38,services,married,secondary,no,3165,yes,no,2,no
31,blue-collar,divorced,secondary,no,387,yes,no,3,no
35,admin.,single,secondary,no,855,yes,no,3,no
52,admin.,divorced,secondary,no,944,yes,no,3,no
36,blue-collar,married,secondary,no,134,no,no,2,no
28,blue-collar,single,secondary,no,2845,yes,no,2,no
27,management,single,tertiary,no,2420,yes,no,2,no
24,student,single,tertiary,no,1535,yes,no,2,no
45,management,single,tertiary,no,0,no,no,2,no
39,technician,married,secondary,no,504,yes,no,1,no
38,blue-collar,single,secondary,no,-329,yes,no,4,no
24,blue-collar,married,secondary,no,94,yes,no,2,no
35,management,divorced,tertiary,no,538,yes,no,4,no
32,admin.,divorced,secondary,yes,-18,yes,no,3,no
48,housemaid,divorced,primary,no,26,yes,no,3,no
36,entrepreneur,married,primary,no,177,yes,no,5,no
28,technician,single,secondary,no,205,yes,no,3,no
50,admin.,married,secondary,no,1114,yes,yes,2,no
44,blue-collar,married,secondary,no,78,yes,no,2,no
38,management,married,tertiary,no,762,yes,no,2,no
33,self-employed,married,primary,no,1862,yes,no,1,no
57,management,single,tertiary,no,73,no,no,1,no
42,management,married,primary,no,470,yes,no,1,no
32,services,married,secondary,no,206,yes,yes,1,no
55,blue-collar,married,primary,no,0,yes,yes,5,no
25,blue-collar,married,secondary,no,-76,yes,no,3,no
42,management,divorced,tertiary,no,1750,yes,no,2,no
23,admin.,single,secondary,no,1104,yes,no,2,no
31,blue-collar,married,secondary,no,286,yes,yes,2,no
21,student,single,unknown,no,137,yes,no,3,no
34,admin.,married,secondary,no,247,yes,yes,5,no
55,blue-collar,married,primary,no,309,yes,no,4,no
33,entrepreneur,single,secondary,no,339,yes,no,2,no
40,management,single,tertiary,no,867,yes,yes,4,no
32,management,single,tertiary,no,1345,yes,no,3,no
48,technician,divorced,secondary,no,40,no,no,3,no
32,admin.,single,secondary,no,1466,yes,no,2,no
26,blue-collar,single,secondary,no,96,yes,no,2,no
38,blue-collar,married,secondary,no,332,yes,no,4,no
46,services,married,secondary,no,1474,yes,no,3,no
49,blue-collar,married,secondary,no,783,yes,no,4,no
33,management,single,tertiary,no,239,no,no,5,no
45,blue-collar,married,secondary,no,27,yes,no,5,no
32,management,married,tertiary,no,-24,yes,no,4,no
39,blue-collar,married,secondary,no,23,yes,no,5,no
28,unemployed,single,secondary,yes,-353,yes,no,3,no
31,admin.,married,secondary,no,-474,yes,no,2,no
34,entrepreneur,single,tertiary,no,714,yes,no,4,no
40,blue-collar,married,primary,no,570,yes,no,3,no
29,blue-collar,single,secondary,no,16,no,no,3,no
34,admin.,single,secondary,no,1504,yes,no,3,no
38,management,married,tertiary,no,551,yes,no,4,no
31,services,married,secondary,no,-759,yes,no,2,no
32,technician,divorced,secondary,no,1097,yes,no,2,no
57,blue-collar,married,primary,yes,0,yes,no,3,no
58,entrepreneur,married,tertiary,no,146,yes,no,6,no
50,blue-collar,married,primary,no,-37,yes,no,3,no
36,blue-collar,single,secondary,no,90,yes,no,5,no
39,admin.,single,secondary,no,1242,yes,no,3,no
31,admin.,single,secondary,no,98,yes,yes,3,no
53,admin.,married,secondary,no,465,no,yes,3,no
35,technician,married,tertiary,no,1473,yes,no,3,no
40,blue-collar,married,secondary,no,3122,yes,no,3,no
30,technician,single,secondary,no,317,yes,no,6,no
33,blue-collar,divorced,secondary,no,176,yes,no,5,no
39,blue-collar,married,secondary,no,661,yes,no,4,no
35,blue-collar,married,primary,no,-12,yes,no,5,no
43,blue-collar,married,primary,no,1401,yes,no,2,no
41,entrepreneur,married,tertiary,no,171,yes,no,4,no
55,blue-collar,married,primary,no,431,yes,no,2,no
49,technician,divorced,secondary,no,265,yes,no,6,no
30,self-employed,married,tertiary,no,227,yes,yes,3,no
37,blue-collar,single,secondary,no,336,yes,no,5,no
46,unemployed,divorced,secondary,no,41,yes,no,4,no
36,blue-collar,married,secondary,no,1554,yes,no,4,no
45,services,single,secondary,no,141,yes,no,4,no
48,blue-collar,married,primary,no,762,yes,no,4,no
22,housemaid,single,secondary,no,650,yes,no,4,no
46,admin.,married,secondary,no,250,no,no,2,no
39,blue-collar,married,secondary,no,130,yes,no,6,no
56,admin.,married,secondary,no,11,no,no,3,no
35,management,divorced,tertiary,no,36,yes,no,6,no
45,blue-collar,married,primary,no,333,yes,no,3,no
28,technician,married,secondary,no,487,yes,no,4,no
32,admin.,single,tertiary,no,594,yes,no,2,no
52,services,married,tertiary,no,1135,yes,yes,5,no
26,admin.,divorced,secondary,yes,-3,yes,no,5,no
22,blue-collar,single,primary,no,-168,yes,no,3,no
35,blue-collar,married,primary,no,414,no,no,4,yes
44,technician,single,tertiary,no,166,yes,no,3,no
31,blue-collar,married,secondary,no,472,yes,no,2,no
28,blue-collar,married,secondary,no,-95,yes,no,1,no
23,technician,single,secondary,no,158,yes,no,1,no
26,technician,single,secondary,no,8,no,no,1,no
31,admin.,single,secondary,no,296,yes,no,1,no
27,admin.,single,secondary,no,-541,yes,yes,1,no
34,services,single,secondary,no,23,no,no,1,no
25,blue-collar,single,primary,no,17,yes,no,2,no
25,blue-collar,single,secondary,no,335,yes,no,1,no
22,services,single,secondary,no,395,yes,no,1,no
37,blue-collar,divorced,secondary,no,178,yes,no,1,no
26,entrepreneur,single,secondary,no,101,yes,no,1,no
32,blue-collar,married,secondary,no,-428,yes,no,1,no
27,blue-collar,single,secondary,no,181,no,no,1,no
22,services,married,secondary,no,83,yes,no,1,no
32,technician,married,secondary,no,175,yes,no,1,no
33,management,divorced,secondary,no,5,yes,no,1,yes
34,admin.,married,secondary,no,3185,yes,no,1,no
31,blue-collar,married,secondary,no,2577,yes,no,2,no
28,technician,single,secondary,no,216,yes,no,1,no
37,blue-collar,married,secondary,no,166,yes,no,3,no
45,blue-collar,married,primary,no,323,yes,no,2,no
31,management,married,tertiary,no,334,yes,no,1,no
48,entrepreneur,married,secondary,no,86,yes,no,1,no
24,admin.,single,secondary,no,845,yes,no,1,no
24,technician,single,secondary,no,-126,yes,yes,2,no
45,services,married,secondary,no,-3,yes,no,1,no
26,services,married,secondary,no,54,yes,no,1,no
24,technician,single,secondary,no,-192,yes,no,1,no
29,blue-collar,married,secondary,no,125,yes,no,1,no
34,blue-collar,single,primary,no,2146,yes,no,1,no
30,technician,single,tertiary,no,-522,yes,no,1,no
21,student,single,secondary,no,99,yes,no,1,no
42,blue-collar,married,secondary,no,-1664,yes,no,1,no
32,unemployed,married,secondary,yes,2,yes,no,2,no
40,services,married,secondary,no,2172,yes,yes,1,no
33,management,single,tertiary,no,168,yes,no,1,no
32,technician,married,primary,no,62,yes,yes,1,no
25,admin.,single,secondary,no,768,yes,no,1,no
41,blue-collar,married,secondary,no,429,yes,no,1,no
37,admin.,married,secondary,no,36,yes,no,1,no
29,blue-collar,married,primary,no,0,yes,no,1,no
29,technician,single,secondary,no,544,yes,no,1,no
46,services,divorced,primary,no,91,yes,no,1,no
32,management,single,tertiary,yes,-3,yes,no,2,no
30,admin.,single,secondary,no,1374,yes,no,1,no
38,management,married,tertiary,no,119,yes,no,4,yes
22,services,single,secondary,no,279,yes,no,1,no
22,management,single,secondary,no,594,yes,no,1,no
32,services,single,secondary,no,-121,yes,yes,1,no
36,blue-collar,married,secondary,no,-195,yes,no,1,no
30,technician,single,secondary,no,-208,yes,yes,1,no
26,blue-collar,single,secondary,no,309,yes,no,1,no
41,blue-collar,divorced,primary,yes,210,yes,no,1,no
42,unemployed,married,secondary,no,135,yes,no,6,no
45,blue-collar,married,secondary,no,66,yes,no,3,no
24,services,single,secondary,yes,-122,yes,no,1,yes
54,retired,divorced,tertiary,no,0,no,no,1,yes
33,blue-collar,single,unknown,no,-90,yes,no,1,no
28,blue-collar,married,primary,no,286,yes,no,1,no
36,admin.,married,secondary,no,-423,yes,yes,1,no
34,blue-collar,single,primary,no,505,yes,no,1,no
28,admin.,single,secondary,no,296,yes,no,1,no
31,technician,single,tertiary,no,279,yes,no,1,no
53,services,married,secondary,no,367,yes,yes,2,no
20,blue-collar,single,secondary,no,129,yes,yes,1,no
47,retired,married,primary,yes,-13,no,no,1,no
33,blue-collar,married,primary,no,1309,yes,no,1,no
24,blue-collar,single,secondary,no,-10,yes,no,1,no
23,admin.,single,secondary,no,5,yes,no,1,no
27,blue-collar,single,secondary,no,71,yes,no,1,no
23,admin.,single,secondary,no,281,yes,no,1,no
30,blue-collar,married,secondary,no,173,yes,no,1,no
34,blue-collar,divorced,secondary,no,383,yes,no,1,yes
55,blue-collar,divorced,primary,no,39,yes,no,1,no
57,management,married,primary,no,1052,yes,no,4,no
59,retired,divorced,unknown,no,-49,yes,no,2,no
20,services,single,secondary,no,-103,yes,no,1,no
30,services,married,secondary,yes,-846,yes,no,1,no
41,admin.,married,secondary,no,705,yes,no,1,no
37,services,single,secondary,no,1950,yes,no,1,no
31,admin.,divorced,secondary,no,253,yes,no,2,no
39,management,single,tertiary,no,595,yes,no,1,no
28,blue-collar,married,secondary,no,-185,yes,yes,1,no
44,blue-collar,married,primary,no,353,yes,no,1,no
31,technician,married,secondary,no,2363,yes,no,1,no
28,blue-collar,married,unknown,no,52,yes,no,1,no
51,technician,married,unknown,no,205,yes,yes,1,no
34,management,married,tertiary,no,1557,yes,yes,1,no
24,technician,single,tertiary,no,596,yes,no,1,no
29,self-employed,single,tertiary,no,-114,yes,no,1,no
50,management,married,primary,no,478,no,no,5,no
21,blue-collar,single,secondary,no,614,yes,no,3,no
